source_id,reference,year,source_type,doi,url,n_solubility,n_watercontent,n_liquidwatercontent,n_mixtures,n_phaseboundaries
ji2024_co2,"Ji, X., et al. (2024). CO2 solubility in 70 natural formation brines: measurement, prediction and application. J. Clean. Prod. 438, 140840. DOI: 10.1016/j.jclepro.2024.140840.",2024,journal,10.1016/j.jclepro.2024.140840,,70,0,0,0,0
jia2019_co2,"Jia, T., Bi, S., Wu, J. (2019). Solubilities of carbon dioxide, oxygen, and nitrogen ethylene glycol solution under low pressures. Fluid Phase Equilib. 485, 16-22. DOI: 10.1016/j.fluid.2018.11.035.",2019,journal,10.1016/j.fluid.2018.11.035,,20,0,0,0,0
jjct200603019_ch4,"Serra, M.C.C., Pessoa, F.L.P., Palavra, A.M.F., 2006. J. Chem. Thermodyn. DOI: 10.1016/j.jct.2006.03.019.",2006,journal,10.1016/j.jct.2006.03.019,,13,0,0,0,0
jooss2025_co2,"Jooss, Y.; Austegard, A.; Stang, J.H.; Røe, I.T.; Strøm, B.; Aasen, A. (2025). Vapor-liquid equilibrium measurements of the carbon dioxide + water (CO2+H2O) system and carbon dioxide + water + sodium chloride (CO2+H2O+NaCl) system. Fluid Phase Equilib. 599, 114516. DOI: 10.1016/j.fluid.2025.114516.",2025,journal,10.1016/j.fluid.2025.114516,,0,90,0,0,0
jung1971_h2,"Jung, J. et al. (1971). Chem.-Ing.-Tech. 43(3). DOI: 10.1002/cite.330430304.",1971,journal,10.1002/cite.330430304,,60,0,0,0,0
kalaida1980_n2,"Kalaida, Yu.A., Katkov, Yu.D., Kuznetsov, V.A., Lastovtsev, A.Yu., Lastochkin, A.P., Sysoev, V.S. (1980). Solubility of nitrogen in water. Soviet Atomic Energy 48(2), 102-106. DOI: 10.1007/bf01121283.",1980,journal,10.1007/bf01121283,,16,0,0,0,0
kapustinskyanvaer1941_h2s,"Kapustinsky, A.F.; Anvaer, B.T. (1941). [Hydrogen sulfide solubility in HCl/KCl solutions]. Compt. Rend. Acad. Sci. URSS 30, 625-628.",1941,journal,,,3,0,0,0,0
kastanidis2016_ch4,"Kastanidis, P., Romanos, G.E., Michalis, V.K., Economou, I.G., Stubos, A.K., Tsimpanogiannis, I.N., 2016. Fluid Phase Equilib. DOI: 10.1016/j.fluid.2015.12.036.",2016,journal,10.1016/j.fluid.2015.12.036,,0,0,0,0,3
kastanidis2016_co2,"Kastanidis, P., Romanos, G.E., Michalis, V.K., Economou, I.G., Stubos, A.K., Tsimpanogiannis, I.N., 2016. Fluid Phase Equilib. DOI: 10.1016/j.fluid.2015.12.036.",2016,journal,10.1016/j.fluid.2015.12.036,,8,0,0,0,0
kastanidis2017_ch4,"Kastanidis, P., Romanos, G.E., Stubos, A.K., Economou, I.G., Tsimpanogiannis, I.N., 2017. Fluid Phase Equilib. 451, 96-105. DOI: 10.1016/j.fluid.2017.08.002.",2017,journal,10.1016/j.fluid.2017.08.002,,0,0,0,126,0
kendallandrews1921table1_h2s,"Kendall, J.; Andrews, J.C. (1921). ""The Solubilities of Acids in Aqueous Solutions of Other Acids."" J. Am. Chem. Soc. 43(7), 1545-1560. DOI 10.1021/ja01440a016.",1921,journal,10.1021/ja01440a016,,1,0,0,0,0
kennanpollack1990_n2,"Kennan, R.P., Pollack, G.L. (1990). Pressure dependence of the solubility of nitrogen, argon, krypton, and xenon in water. Journal of Chemical Physics 93(4), 2724-2735. DOI: 10.1063/1.458911.",1990,journal,10.1063/1.458911,,7,0,0,0,0
khanikoflouguinine1867_co2,"de Khanikof, M.M.N.; Louguinine, V. (1867). Ann. Chim. Phys. (ser. 4) 11, 412-433.",1867,journal,,,10,0,0,0,0
kiepe2003_ch4,"Kiepe, J. et al., 2003. Ind. Eng. Chem. Res. 42(21), 5392-5398. DOI: 10.1021/ie030386x.",2003,journal,10.1021/ie030386x,,256,0,0,0,0
kiepeetal2002_co2,"Kiepe, J., Horstmann, S., Fischer, K., Gmehling, J. (2002). Experimental determination and prediction of gas solubility data for CO2+H2O mixtures containing NaCl or KCl at temperatures between 313 and 393 K and pressures up to 10 MPa. Ind. Eng. Chem. Res. 41(17), 4393-4398. DOI: 10.1021/ie020154i.",2002,journal,10.1021/ie020154i,,22,0,0,0,0
kim2008_c2c4,"Kim, Y.S., Lim, B.D., Lee, J.E., Lee, C.S. (2008). Solubilities of Carbon Dioxide, Methane, and Ethane in Sodium Chloride Solution Containing Gas Hydrate. J. Chem. Eng. Data 53, 1351-1354. DOI: 10.1021/je800074z.",2008,journal,10.1021/je800074z,,6,0,0,0,0
kim2008_co2,"Kim, Y.S., Lim, B.D., Lee, J.E., Lee, C.S. (2008). Solubilities of Carbon Dioxide, Methane, and Ethane in Sodium Chloride Solution Containing Gas Hydrate. J. Chem. Eng. Data 53, 1351-1354. DOI: 10.1021/je800074z.",2008,journal,10.1021/je800074z,,16,0,0,0,0
kim2016_ch4,"Kim, H., Seo, Y., Lee, W., Kim, S., Ha, M.G., Kim, S.-J., 2015/2016. J. Ind. Eng. Chem. 34, 117-121. DOI: 10.1016/j.jiec.2015.10.041.",2015,journal,10.1016/j.jiec.2015.10.041,,34,0,0,0,0
king1992_co2,"King, M.B., Mubarak, A., Kim, J.D., Bott, T.R. (1992). The mutual solubilities of water with supercritical and liquid carbon dioxide. J. Supercrit. Fluids 5, 296-302. DOI: 10.1016/0896-8446(92)90021-b.",1992,journal,10.1016/0896-8446(92)90021-b,,27,41,0,0,0
kishima1989_h2,"Kishima, N. (1989). A thermodynamic study on the pyrite-pyrrhotite-magnetite-water system at 300-500 degC with relevance to the fugacity/concentration quotient of aqueous H2S. Geochim. Cosmochim. Acta 53, 2143-2155. DOI 10.1016/0016-7037(89)90340-2.",1989,journal,10.1016/0016-7037(89)90340-2,,50,0,0,0,0
kishima1989_h2s,"Kishima, N. (1989). ""A thermodynamic study on the pyrite-pyrrhotite-magnetite-water system at 300-500 degC with relevance to the fugacity/concentration quotient of aqueous H2S."" Geochim. Cosmochim. Acta 53(9), 2143-2155. DOI 10.1016/0016-7037(89)90340-2.",1989,journal,10.1016/0016-7037(89)90340-2,,50,0,0,0,0
kishimasakai1984_h2,"Kishima, N.; Sakai, H. (1984). ""Fugacity-concentration relationship of dilute hydrogen in water at elevated temperature and pressure."" Earth Planet. Sci. Lett. 67(1), 79-86. DOI 10.1016/0012-821X(84)90040-2.",1984,journal,10.1016/0012-821X(84)90040-2,,52,0,0,0,0
klingmaurer1991_h2,"Kling, G., Maurer, G. (1991). The solubility of hydrogen in water and in 2-aminoethanol at temperatures between 323 K and 423 K and pressures up to 16 MPa. J. Chem. Thermodyn. 23, 531-541. DOI on file: 10.1016/S0021-9614(05)80095-3 (see REFERENCE-MATCHING FLAG in notes - PII decode suggests (91) not (05)).",1991,journal,10.1016/S0021-9614(05)80095-3,,10,0,0,0,0
klotsbenson1963_n2,"Klots, C.E., Benson, B.B. (1963). Journal of Marine Research 21(1), 48-57.",1963,journal,,,33,0,0,0,0
knopp1904_h2,"Knopp (1904). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 2. Original publication details were not independently verified.",1904,compilation,10.1515/zpch-1904-4806,,27,0,0,0,0
kobayashikatz1953_c2c4,"Kobayashi, R. & Katz, D.L. (1953). ""Vapor-Liquid Equilibria for Binary Hydrocarbon-Water Systems."" Ind. Eng. Chem. 45(2) 440-446. DOI 10.1021/ie50518a051.",1953,journal,10.1021/ie50518a051,,226,0,0,0,0
kobewilliams1935_co2,"Kobe, K.A.; Williams, J.S. (1935). Ind. Eng. Chem. (Anal. Ed.) 7(1), 37-38. DOI: 10.1021/ac50093a017.",1935,journal,10.1021/ac50093a017,,4,0,0,0,0
koch1949_co2,"Koch, H.A., Jr.; Stutzman, L.F.; Blum, H.A.; Hutchings, L.E. (1949). Chem. Eng. Prog. 45(11), 677-682.",1949,journal,,,6,0,0,0,0
koschel2006_co2,"Koschel, D., Coxam, J.-Y., Rodier, L., Majer, V. (2006). Enthalpy and solubility data of CO2 in water and NaCl(aq) at conditions of interest for geological sequestration. Fluid Phase Equilib. 247(1), 107-120. DOI: 10.1016/j.fluid.2006.06.006.",2006,journal,10.1016/j.fluid.2006.06.006,,22,0,0,0,0
koschel2013_h2s,"Koschel, D.; Coxam, J.-Y.; Majer, V. (2013). [Enthalpy and solubility of H2S in aqueous salt solutions at conditions of interest for geological sequestration]. Ind. Eng. Chem. Res. 52, 14483-14491. DOI: 10.1021/ie401947h.",2013,journal,10.1021/ie401947h,,26,0,0,0,0
kozintseva1964_h2s,"Kozintseva, T.N. (1964). Data reproduced from Fogg, P.G.T.; Young, C.L. (eds.) (1988). Hydrogen Sulfide, Deuterium Sulfide and Hydrogen Selenide. Solubility Data Series, Vol. 32. Pergamon Press. ISBN 0-08-032481-9. Original publication details were not independently verified.",1964,compilation,,,14,0,0,0,0
kraderfranck1987_ch4,"Krader, T., Franck, E.U., 1987. The Ternary Systems H2O-CH4-NaCl and H2O-CH4-CaCl2 to 800 K and 250 MPa. Ber. Bunsenges. Phys. Chem. 91(6), 627-634. DOI: 10.1002/bbpc.19870910610.",1987,journal,10.1002/bbpc.19870910610,,0,0,0,0,156
kresheck1965_c2c4,"Hayduk, W. (ed.) (1986). IUPAC Solubility Data Series Volume 24: Propane, Butane, and 2-Methylpropane. Pergamon Press.",1986,compilation,,,30,0,0,0,0
kritschewsky1935_co2,"Kritschewsky, I.R.; Shaworonkoff, N.M.; Aepelbaum, V.A. (1935). Z. Physik. Chem. A 175, 232-238. DOI: 10.1515/zpch-1935-17518.",1935,journal,10.1515/zpch-1935-17518,,9,0,0,0,0
kruger2019_ch4,"Kruger, F., Varsos, T., Kontogeorgis, G.M., von Solms, N., 2019. Fluid Phase Equilib. 501, 112276. DOI: 10.1016/j.fluid.2019.112276.",2019,journal,10.1016/j.fluid.2019.112276,,0,0,0,14,0
kunerth1922_co2,"Kunerth, W. (1922). Phys. Rev. 2, 512-524. DOI: 10.1103/physrev.19.512.",1922,journal,10.1103/physrev.19.512,,8,0,0,0,0
langservio2014_n2,"Lang, F., Servio, P. (2014). Solubility Measurements for the N2 + CO2 + H2O System under Hydrate-Liquid-Vapor Equilibrium. Journal of Chemical and Engineering Data 59(8), 2547-2550. DOI: 10.1021/je500340b.",2014,journal,10.1021/je500340b,,0,0,0,0,27
langservio2015_ch4,"Lang, F., Servio, P., 2015. Solubility measurements for the CH4 + C2H6 + H2O system under hydrate-liquid-vapour equilibrium. J. Nat. Gas Sci. Eng. DOI: 10.1016/j.jngse.2015.06.002.",2015,journal,10.1016/j.jngse.2015.06.002,,0,32,0,64,0
lannunggjaldbaek1960_ch4,"Lannung, A., Gjaldbaek, J.C., 1960. The solubility of methane in hydrocarbons, alcohols, water and other solvents. Acta Chem. Scand. 14(5), 1124-1128. DOI: 10.3891/acta.chem.scand.14-1124.",1960,journal,10.3891/acta.chem.scand.14-1124,,5,0,0,0,0
laracruz2021_co2,"Lara Cruz, J.; Neyrolles, E.; Contamine, F.; Cezac, P. (2021). J. Chem. Eng. Data 66(1), 249-261. DOI 10.1021/acs.jced.0c00592.",2021,journal,10.1021/acs.jced.0c00592,,32,0,0,0,0
lebeau1905_c2c4,"Hayduk, W. (ed.) (1986). IUPAC Solubility Data Series Volume 24: Propane, Butane, and 2-Methylpropane. Pergamon Press.",1986,compilation,,,1,0,0,0,0
lebeau1908_c2c4,"Hayduk, W. (ed.) (1986). IUPAC Solubility Data Series Volume 24: Propane, Butane, and 2-Methylpropane. Pergamon Press.",1986,compilation,,,2,0,0,0,0
lee2006_co2,"Lee, S., Song, H.-J., Maken, S., et al. (2006). Physical Solubility and Diffusivity of N2O and CO2 in Aqueous Sodium Glycinate Solutions. J. Chem. Eng. Data 51, 504-509. DOI: 10.1021/je0503913.",2006,journal,10.1021/je0503913,,3,0,0,0,0
leemather1977_h2s,"Lee, J.I.; Mather, A.E. (1977). Solubility of Hydrogen Sulfide in Water. Ber. Bunsenges. Phys. Chem. 81(10), 1020-1023. DOI: 10.1002/bbpc.19770811029.",1977,journal,10.1002/bbpc.19770811029,,324,15,0,0,0
lekvambishnoi1997_ch4,"Lekvam, K., Bishnoi, P.R., 1997. Dissolution of methane in water at low temperatures and intermediate pressures. Fluid Phase Equilib. 131, 297-309. DOI: 10.1016/S0378-3812(96)03229-3.",1997,journal,10.1016/S0378-3812(96)03229-3,,18,0,0,0,0
li2018_co2,"Li, Y., Chen, X., Huang, W., Yang, J. (2018). Below the room temperature measurements of CO2 solubilities in six physical absorbents. J. Chem. Thermodyn. 122, 133-141. DOI: 10.1016/j.jct.2018.03.009.",2018,journal,10.1016/j.jct.2018.03.009,,3,0,0,0,0
litsui1971_co2,"Li, Y.-H.; Tsui, T.-F. (1971). J. Geophys. Res. 76(18), 4203-4208. DOI: 10.1029/JC076i018p04203.",1971,journal,10.1029/JC076i018p04203,,5,0,0,0,0
litvinenko1952_h2s,"Litvinenko, M.S. (1952). Zh. Prikl. Khim. 25, 516-532; J. Appl. Chem. (USSR) 25, 579-595. Data reproduced from IUPAC Solubility Data Series, Vol. 32: Hydrogen Sulfide, Deuterium Sulfide and Hydrogen Selenide (and Hydrogen Telluride) in Water and Aqueous Solutions (Fogg, P.G.T.; Young, C.L., eds.), Pergamon Press, 1988, printed p.45. DOI: 10.1016/b978-0-08-032481-4.50006-8. Original publication details were not independently verified.",1952,compilation,10.1016/b978-0-08-032481-4.50006-8,,32,0,0,0,0
liu2011_co2,"Liu, Y., Hou, M., Yang, G., Han, B. (2011). Solubility of CO2 in aqueous solutions of NaCl, KCl, CaCl2 and their mixed salts at different temperatures and pressures. J. Supercrit. Fluids 56(2), 125-129. DOI: 10.1016/j.supflu.2010.12.003.",2011,journal,10.1016/j.supflu.2010.12.003,,154,0,0,0,0
liu2012_n2,"Liu, Y., Hou, M., Ning, H., Yang, D., Yang, G., Han, B. (2012). Phase Equilibria of CO2 + N2 + H2O and N2 + CO2 + H2O + NaCl + KCl + CaCl2 Systems at Different Temperatures and Pressures. Journal of Chemical and Engineering Data 57(7), 1928-1932. DOI: 10.1021/je3000958.",2012,journal,10.1021/je3000958,,0,0,0,42,0
liu2021_co2,"Liu, B., et al. (2021). Energies 14, 7222. DOI: 10.3390/en14217222.",2021,journal,10.3390/en14217222,,524,0,0,0,0
lucile2012_co2,"Lucile, F., Cezac, P., Contamine, F., et al. (2012). Solubility of Carbon Dioxide in Water and Aqueous Solution Containing Sodium Hydroxide at Temperatures from (293.15 to 393.15) K and Pressure up to 5 MPa: Experimental Measurements. J. Chem. Eng. Data 57, 784-789. DOI: 10.1021/je200991x.",2012,journal,10.1021/je200991x,,30,0,0,0,0
luo2017_co2,"Luo, X., Su, L., Gao, H., et al. (2017). Density, Viscosity and N2O solubility of Aqueous 2-(methylamino)ethanol Solution. J. Chem. Eng. Data 62, 129-140. DOI: 10.1021/acs.jced.6b00504.",2017,journal,10.1021/acs.jced.6b00504,,5,0,0,0,0
mackenzie1877nacl_co2,"Mackenzie, J.J. (1877). Ann. Phys. (Leipzig) [3] 1, 438-451. DOI: 10.1002/andp.18772370709.",1877,journal,10.1002/andp.18772370709,,11,0,0,0,0
maekawa2001_c2c4,"Maekawa, T. (2001). ""Equilibrium conditions for gas hydrates of methane and ethane mixtures in pure water and sodium chloride solution."" Geochem. J. 35(1), 59-65. DOI 10.2343/geochemj.35.59.",2001,journal,10.2343/geochemj.35.59,,0,0,0,0,111
mahuang2017_ch4,"Ma, Z., Huang, W., 2017. Australian J. Earth Sciences 64(3), 335-342. DOI: 10.1080/08120099.2017.1294108.",2017,journal,10.1080/08120099.2017.1294108,,36,36,0,0,0
malinin1959_co2,"Malinin, S.D. (1959). Geokhimiya (3), 235-245.",1959,journal,,,79,0,0,0,0
malininandsaveleva1972_co2,"Malinin, S.D. (1959). Geokhimiya (3), 235-245.",1959,journal,,,11,0,0,0,0
malininkurovskaya1975_co2,"Malinin, S.D., Kurovskaya, N.A. (1975). Geochem. Int. 12(2), 199-201.",1975,journal,,,36,0,0,0,0
malininsavelyeva1972_co2,"Malinin, S.D., Savelyeva, N.I. (1972). Experimental investigations of CO2 solubility in NaCl and CaCl2 solutions at temperatures of 25, 50 and 75 degrees and elevated CO2 pressure. Geokhimiya 6, 643-653.",1972,journal,,,13,0,0,0,0
mandal2004_co2,"Mandal, B.P., Kundu, M., Padhiyar, N.U., Bandyopadhyay, S.S. (2004). Physical Solubility and Diffusivity of N2O and CO2 into Aqueous Solutions of (2-Amino-2-methyl-1-propanol + Diethanolamine) and (N-Methyldiethanolamine + Diethanolamine). J. Chem. Eng. Data 49, 264-270. DOI: 10.1021/je0301951.",2004,journal,10.1021/je0301951,,5,0,0,0,0
marinakis2013_ch4,"Marinakis, D., Varotsis, N., 2013. Solubility measurements of (methane + ethane + propane) mixtures in the aqueous phase with gas hydrates under vapour unsaturated conditions. J. Chem. Thermodyn. 65, 100-105. DOI: 10.1016/j.jct.2013.05.039.",2013,journal,10.1016/j.jct.2013.05.039,,0,0,0,162,0
markhamkobe1941_co2,"Markham, A.E., Kobe, K.A. (1941). J. Am. Chem. Soc. 63, 449-454. DOI: 10.1021/ja01847a027.",1941,journal,10.1021/ja01847a027,,89,0,0,0,0
mathesonking1978_ch4,"Matheson, I.B.C., King, A.D., 1978. J. Colloid Interface Sci. 66, 464-469 (SDS surfactant leg, per IUPAC SDS vol.27/28 (1987), non-essay-tail reproduction). DOI: 10.1016/0021-9797(78)90066-8.",1978,journal,10.1016/0021-9797(78)90066-8,,1,0,0,0,0
matous1969_co2,"Matous, J., Sobr, J., Novak, J.P., Pick, J. (1969). Solubility of carbon dioxide in water at pressures up to 40 atm. Collect. Czechoslov. Chem. Commun. 34(12), 3982-3985. DOI: 10.1135/cccc19693982.",1969,journal,10.1135/cccc19693982,,13,0,0,0,0
mcauliffe1963_ch4,"McAuliffe, C., 1963. Nature (citation as printed in SDS-27/28 §1.1 ref-list). DOI: 10.1038/2001092a0.",1963,journal,10.1038/2001092a0,,1,0,0,0,0
mcauliffe1966_c2c4,"McAuliffe, C. (1966). Solubility in water of paraffin, cycloparaffin, olefin, acetylene, cycloolefin, and aromatic hydrocarbons. J. Phys. Chem. 70(4), 1267-1275. DOI 10.1021/j100876a049.",1966,journal,10.1021/j100876a049,,6,0,0,0,0
mcauliffe1966_ch4,"McAuliffe, C., 1966. J. Phys. Chem. (citation as printed in SDS-27/28 §1.1 ref-list). DOI: 10.1021/j100876a049.",1966,journal,10.1021/j100876a049,,1,0,0,0,0
mcgee1981_ch4,"McGee, K.A., Susak, N.J., Sutton, A.J., Haas, J.L., 1981. The solubility of methane in sodium chloride brines. USGS Open-File Report 81-1294. DOI: 10.3133/ofr811294.",1981,report,10.3133/ofr811294,,28,0,0,0,0
mckee1953_n2,"McKee (1953). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §2.1 (data sheet, p.385). Original publication details were not independently verified.",1953,compilation,,,21,0,0,0,0
mckettakatz1948_ch4,"McKetta, J.J., Katz, D.L., 1948. Ind. Eng. Chem. 40, 853-862. DOI: 10.1021/ie50461a018.",1948,journal,10.1021/ie50461a018,,0,96,0,56,0
mclauchlan1903_h2s,"McLauchlan, W.H. (1903). Z. physik. Chem. 44, 600-633.",1903,journal,,,18,0,0,0,0
messabeb2016_co2,"Messabeb, H., et al. (2016). J. Chem. Eng. Data 61, 3573. DOI: 10.1021/acs.jced.6b00505.",2016,journal,10.1021/acs.jced.6b00505,,40,0,0,0,0
messabeb2017_co2,"Messabeb, H., et al. (2017). J. Chem. Eng. Data 62, 4228. DOI: 10.1021/acs.jced.7b00591.",2017,journal,10.1021/acs.jced.7b00591,,44,0,0,0,0
meyer2015_co2,"Meyer, Christopher W. et al., Dew-point measurements for water in compressed carbon dioxide, AIChE J., 61(9), 2913-2925, 2015. DOI: 10.1002/aic.14818.",2015,journal,10.1002/aic.14818,,0,58,0,0,0
michelsgerverbijl1936_ch4,"Michels, A., Gerver, J., Bijl, A., 1936. Physica 3, 797-808. DOI: 10.1016/s0031-8914(36)80353-x.",1936,journal,10.1016/s0031-8914(36)80353-x,,156,0,0,0,0
mishnina1961_c2c4,"Mishnina, T. A.; Avdeeva, O. I.; Bozhovskaya, T. K. (1961). ""Rastvorimost' gazov v prirodnykh vodakh v zavisimosti ot temperatury, davleniya i solevogo sostava"" [title per a dissertation reference list; one word possibly OCR-damaged — see HUNT-MISHNINA]. Materialy Vsesoyuznogo Nauchno-Issledovatel'skogo Geologicheskogo Instituta (VSEGEI), vyp. 46, 93-110. Chem. Abstr. 1962, 57, 11916b. No DOI.",1961,thesis,,,168,0,0,0,0
mishnina1961_n2,"Mishnina, T.A., Avdeeva, O.I., Bozhovakaya, T.K. (1961). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.4, ref.12. Original publication details were not independently verified.",1961,compilation,,,156,0,0,0,0
mishninaavdeevabozhovskaya1962_ch4,"Mishnina, T.A., Avdeeva, O.I., Bozhovskaya, T.K., 1962. The solubility of methane in NaCl aqueous solutions. Informatsionnyi Sbornik, VNIGRI 56, 137-145.",1962,journal,,,48,0,0,0,0
mohammadi2004_c2c4,"Mohammadi, A.H., Chapoy, A., Tohidi, B. & Richon, D. (2004). ""Measurements and Thermodynamic Modeling of Vapor-Liquid Equilibria in Ethane-Water Systems from 274.26 to 343.08 K."" Ind. Eng. Chem. Res. 43(17), 5418-5424. DOI 10.1021/ie049747e.",2004,journal,10.1021/ie049747e,,46,5,0,0,0
mohammadi2004_ch4,"Mohammadi, Amir H. et al., Experimental Measurement and Thermodynamic Modeling of Water Content in Methane and Ethane Systems, Industrial & Engineering Chemistry Research, 43(22), 7148-7162, 2004.",2004,journal,,,0,17,0,0,0
mohammadi2005_n2,"Mohammadi, A.H., Chapoy, A., Tohidi, B., Richon, D. (2005). Water Content Measurement and Modeling in the Nitrogen + Water System. Journal of Chemical and Engineering Data. DOI: 10.1021/je049676q.",2005,journal,10.1021/je049676q,,0,35,0,0,0
mohammadian2015_co2,"Mohammadian, E., Hamidi, H., Asadullah, M., Azdarpour, A., Motamedi, S., Junin, R. (2015). Measurement of CO2 solubility in NaCl brine solutions at different temperatures and pressures using the potentiometric titration method. J. Chem. Eng. Data 60(7), 2042-2049. DOI: 10.1021/je501172d.",2015,journal,10.1021/je501172d,,69,0,0,0,0
mohebbi2012_c2c4,"Mohebbi, A., Naderifar, A., Behbahani, R.M. & Moshfeghian, M. (2012). ""Solubility of light hydrocarbons and their mixture in water: Correlation and prediction."" J. Chem. Thermodyn. 51 8-11. DOI 10.1016/j.jct.2012.02.014.",2012,journal,10.1016/j.jct.2012.02.014,,11,0,0,0,0
moore1982_n2,"Moore, J.C., Battino, R., Rettich, T.R., Handa, Y.P., Wilhelm, E. (1982). Partial molar volumes of gases at infinite dilution in water at 298.15 K. Journal of Chemical and Engineering Data 27, 22-24. DOI: 10.1021/je00027a005.",1982,journal,10.1021/je00027a005,,1,0,0,0,0
morganmaass1931_co2,"Morgan, O.M.; Maass, O. (1931). Can. J. Res. 5, 162-199. DOI: 10.1139/cjr31-062.",1931,journal,10.1139/cjr31-062,,19,0,0,0,0
morganpyne1930_co2,"Morgan, J.L.R.; Pyne, H.R. (1930). J. Phys. Chem. 34, 1578-1582. DOI: 10.1021/j150313a017.",1930,journal,10.1021/j150313a017,,2,0,0,0,0
morrisonbillett1948_c2c4,"Morrison, T.J. & Billett, F. (1948). DOI: 10.1039/jr9480002033.",1948,journal,10.1039/jr9480002033,,1,0,0,0,0
morrisonbillett1948_ch4,"Morrison, T.J., Billett, F., 1948 (citation as printed in SDS-27/28 §1.1 ref-list; distinct from the 1952 paper below). DOI: 10.1039/jr9480002033.",1948,journal,10.1039/jr9480002033,,5,0,0,0,0
morrisonbillett1952_c2c4,"Morrison, T.J. & Billett, F. (1952). ""The salting-out of non-electrolytes. Part II. The effect of variation in non-electrolyte."" J. Chem. Soc. (Resumed) 1, 3819-3822. DOI 10.1039/jr9520003819.",1952,journal,10.1039/jr9520003819,,46,0,0,0,0
morrisonbillett1952_ch4,"Morrison, T.J., Billett, F., 1952. J. Chem. Soc. 3819-3822 (NaCl leg, per IUPAC SDS vol.27/28 (1987)). DOI: 10.1039/jr9520003819.",1952,journal,10.1039/jr9520003819,,23,0,0,0,0
morrisonbillett1952_co2,"Morrison, T.J.; Billett, F. (1952). J. Chem. Soc. 3819-3822. DOI: 10.1039/jr9520003819.",1952,journal,10.1039/jr9520003819,,19,0,0,0,0
morrisonbillett1952_h2,"Morrison, T.J., Billett, F. (1952). J. Chem. Soc. (Resumed), 3819-3822. DOI: 10.1039/jr9520003819.",1952,journal,10.1039/jr9520003819,,28,0,0,0,0
morrisonbillett1952_n2,"Morrison, T.J., Billett, F. (1952). Journal of the Chemical Society, 3819-3822. DOI: 10.1039/jr9520003819.",1952,journal,10.1039/jr9520003819,,24,0,0,0,0
moudgil1974_c2c4,"Moudgil, B.M., Somasundaran, P., Lin, I.J., 1974 (citation as printed in SDS-27/28 §1.1 ref-list). DOI: 10.1063/1.1686640.",1974,journal,10.1063/1.1686640,,1,0,0,0,0
moudgilsomasundaranlin1974_ch4,"Moudgil, B.M., Somasundaran, P., Lin, I.J., 1974 (citation as printed in SDS-27/28 §1.1 ref-list). DOI: 10.1063/1.1686640.",1974,journal,10.1063/1.1686640,,1,0,0,0,0
mousavi2024_co2,"Mousavi, R.; Chapoy, A.; Burgass, R. (2024). CO2 solubility in aqueous solution of salts: Experimental study and thermodynamic modelling. Greenh. Gases Sci. Technol. 14(5), 791-828. DOI 10.1002/ghg.2298.",2024,journal,10.1002/ghg.2298,,237,0,0,0,0
muccitelliwen1980_ch4,"Muccitelli, J., Wen, W.-Y., 1980. J. Solution Chem. 9, 141-161. DOI: 10.1007/bf00644485.",1980,journal,10.1007/bf00644485,,5,0,0,0,0
muller1912_n2,"Muller, C. (1912). Zeitschrift fur Physikalische Chemie 81(4), 483-503. DOI: 10.1515/zpch-1913-8127.",1912,journal,10.1515/zpch-1913-8127,,2,0,0,0,0
muller1988_co2,"Muller, G., Bender, E., Maurer, G. (1988). Das Dampf-Flussigkeitsgleichgewicht des ternaren Systems Ammoniak-Kohlendioxid-Wasser bei hohen Wassergehalten im Bereich zwischen 373 und 473 K. Ber. Bunsenges. Phys. Chem. 92, 148-160. DOI: 10.1002/bbpc.198800036.",1988,journal,10.1002/bbpc.198800036,,49,41,0,0,0
muromachi2015_co2,"Muromachi, S., Shijima, A., Miyamoto, H., Ohmura, R. (2015). Experimental measurements of carbon dioxide solubility in aqueous tetra-n-butylammonium bromide solutions. J. Chem. Thermodyn. 85, 94-100. DOI: 10.1016/j.jct.2015.01.008.",2015,journal,10.1016/j.jct.2015.01.008,,17,0,0,0,0
murrayriley1971_co2,"Murray, C.N.; Riley, J.P. (1971). Deep-Sea Res. 18, 533-541. DOI: 10.1016/0011-7471(71)90077-5.",1971,journal,10.1016/0011-7471(71)90077-5,,8,0,0,0,0
murrayrileywilson1969_n2,"Murray, C.N., Riley, J.P., Wilson, T.R.S. (1969). Deep-Sea Research 16(3), 297-310.",1969,journal,,,61,0,0,0,0
nahoczky1933_co2,"Nahoczky, A. Bányászati és Kohászati Lapok 66, 332-335 (year UNVERIFIED).",1933,journal,,,1,0,0,0,0
namiot1961_c2c4,"Namiot, A.Y., 1961. In: SDS-27/28, Methane. Pergamon Press, Oxford.",1961,compilation,,,3,0,0,0,0
